   6.33000,   0.30081,   1.14841
   6.34000,   0.31105,   1.13944
   6.35000,   0.32232,   1.12999
   6.36000,   0.33455,   1.11942
   6.37000,   0.34666,   1.10909
   6.38000,   0.35786,   1.09970
   6.39000,   0.36792,   1.08966
   6.40000,   0.37672,   1.07945
   6.41000,   0.38484,   1.06842
   6.42000,   0.39321,   1.05678
   6.43000,   0.40146,   1.04495
   6.44000,   0.40933,   1.03267
   6.45000,   0.41649,   1.02076
   6.46000,   0.42421,   1.01093
   6.47000,   0.43192,   1.00057
   6.48000,   0.44058,   0.99052
   6.49000,   0.44927,   0.98163
   6.50000,   0.45723,   0.97333
   6.51000,   0.46582,   0.96535
   6.52000,   0.47477,   0.95607
   6.53000,   0.48393,   0.94707
   6.54000,   0.49183,   0.93810
   6.55000,   0.50012,   0.92787
   6.56000,   0.50884,   0.91678
   6.57000,   0.51722,   0.90696
   6.58000,   0.52549,   0.89789
   6.59000,   0.53519,   0.88974
   6.60000,   0.54489,   0.88001
   6.61000,   0.55463,   0.86973
   6.62000,   0.56396,   0.86003
   6.63000,   0.57308,   0.85056
   6.64000,   0.58334,   0.84191
   6.65000,   0.59276,   0.83267
   6.66000,   0.60248,   0.82457
   6.67000,   0.61183,   0.81604
   6.68000,   0.62106,   0.80824
   6.69000,   0.62868,   0.79961
   6.70000,   0.63666,   0.78959
   6.71000,   0.64560,   0.77848
   6.72000,   0.65535,   0.76731
   6.73000,   0.66441,   0.75629
   6.74000,   0.67239,   0.74648
   6.75000,   0.68014,   0.73750
   6.76000,   0.68813,   0.72829
   6.77000,   0.69689,   0.71812
   6.78000,   0.70526,   0.70567
   6.79000,   0.71391,   0.69300
   6.80000,   0.72167,   0.68016
   6.81000,   0.72972,   0.66751
   6.82000,   0.73831,   0.65325
   6.83000,   0.74733,   0.63845
   6.84000,   0.75645,   0.62297
   6.85000,   0.76749,   0.60689
   6.86000,   0.77821,   0.59054
   6.87000,   0.78799,   0.57503
   6.88000,   0.79780,   0.55798
   6.89000,   0.80770,   0.54089
   6.90000,   0.81640,   0.52508
   6.91000,   0.82415,   0.50999
   6.92000,   0.83164,   0.49578
   6.93000,   0.83917,   0.48134
   6.94000,   0.84675,   0.46669
   6.95000,   0.85338,   0.45173
   6.96000,   0.86026,   0.43685
   6.97000,   0.86856,   0.42228
   6.98000,   0.87779,   0.40688
   6.99000,   0.88731,   0.39190
   7.00000,   0.89564,   0.37886
   7.01000,   0.90437,   0.36731
   7.02000,   0.91405,   0.35568
   7.03000,   0.92380,   0.34229
   7.04000,   0.93456,   0.32844
   7.05000,   0.94477,   0.31473
   7.06000,   0.95442,   0.30151
   7.07000,   0.96330,   0.28869
   7.08000,   0.97230,   0.27599
   7.09000,   0.98085,   0.26119
   7.10000,   0.99013,   0.24520
   7.11000,   0.99996,   0.22816
   7.12000,   1.00976,   0.21175
   7.13000,   1.01911,   0.19622
   7.14000,   1.02906,   0.18098
   7.15000,   1.03810,   0.16754
   7.16000,   1.04461,   0.15555
   7.17000,   1.05124,   0.14319
   7.18000,   1.05769,   0.12958
   7.19000,   1.06394,   0.11627
   7.20000,   1.06909,   0.10263
   7.21000,   1.07319,   0.08955
   7.22000,   1.07789,   0.07619
   7.23000,   1.08306,   0.06240
   7.24000,   1.08892,   0.04986
   7.25000,   1.09400,   0.03736
   7.26000,   1.09915,   0.02670
   7.27000,   1.10430,   0.01713
   7.28000,   1.10883,   0.00792
   7.29000,   1.11207,  -0.00073
   7.30000,   1.11368,  -0.00803
   7.31000,   1.11354,  -0.01534
   7.32000,   1.11371,  -0.02199
   7.33000,   1.11436,  -0.02821
   7.34000,   1.11392,  -0.03462
   7.35000,   1.11254,  -0.04043
   7.36000,   1.11204,  -0.04664
   7.37000,   1.11140,  -0.05305
   7.38000,   1.11033,  -0.05745
   7.39000,   1.10944,  -0.06224
   7.40000,   1.10928,  -0.06817
   7.41000,   1.10945,  -0.07511
   7.42000,   1.11125,  -0.08107
